book_id,title,author,publication_year,genres,summary
5953317,Easy Go,Michael Crichton,1968,," Harold Barnaby is a brilliant Egyptologist who has discovered a hidden message while translating some hieroglyphics. The message tells of an unnamed Pharaoh whose tomb hasn't been discovered yet. Barnaby is exhilarated by the discovery and the prospect of the fame and fortune that will come with it. There is only one problem. He doesn't have the knowledge, influence or wherewithal to pull off such a job without alerting the Egyptian authorities who would surely encroach on his discovery. Luckily, Barnaby meets Robert Pierce, a transient freelance writer who is in between jobs and looking for some excitement. In a moment of drunken indiscretion, Barnaby shares his discovery with Pierce along with his small logistical problem. Pierce, who because of his job has many friends in high—and low—places, offers his services to plan and manage the ""extraction"". For a cut, of course. He brings on Lord Grover, the fifth Earl of Wheatston to bankroll the project; smuggler Alan Conway; and international thief, Nikos Karagannis. Together, this motley crew set up camp in the harsh conditions of the Egyptian desert and ""dig in"" for the long haul. Their task is made all-the-more challenging when an Egyptian official becomes suspicious of their activities. tr:Easy Go"
21703024,Girl in May,Bruce Marshall,1956,Novel, A romance set among a motley crowd of eccentrics of all ages who constitute the population of St. Andrews.
4911853,Zorba the Hutt's Revenge,Paul Davids,,Science Fiction," In order to help Ken become accustomed to the world outside of the Lost City of the Jedi, Luke brings him to Tatooine to experience the ""Droidfest."" Although they are attacked by Tusken Raiders and bounty hunters hoping to get the reward Trioculus set for Ken, they manage to escape to Bespin with Han's housewarming gift, a housekeeping droid named Kate. Meanwhile, Zorba the Hutt, the father of Jabba, upon learning of his son's death, flies to Cloud City in order to claim Jabba's casino. Although the governor, Lando Calrissian, who has taken over the casino, refuses the claim, he agrees to bet the city and the casino on a game of sabacc. With Zorba marking the cards in an ultraviolet paint that only Hutts can see, Lando lost the city and left after warning Han and Leia. After a series of mishaps, Leia is captured by Trioculus' guards and brought to his factory on the planet and Ken is captured by Zorba. When Zorba learns that his son's murderer is in the custody of Trioculus he proposes a trade. Trioculus, however, won't give up his queen, and although has his stormtroopers ready to aid him, is defeated by Zorba's police force. Ken, however, is able to escape his jailers through a use of a Jedi mind trick and is reunited with Han. Luke is also able to rescue Leia and all are taken aboard the Millennium Falcon before Zorba destroys Trioculus' factory. Thinking that Leia was killed, he taunts Trioculus before freezing him in carbonite. The rebels leave the planet with Han wondering if he'll ever be able to ask Leia to marry him."
4902299,Total War: 2006,,,Alternate history," The future history the book lays out begins in 2001 with many minor conflicts taking place around the world, such as the end of the Algerian civil war, victory belonging to the Islamic Fundamentalists; Morocco following suit; and a military coup in Turkey to prevent such a development. Meanwhile the United Kingdom and the USA invade Iraq as the final action of a failing US president whose nation is attempting to draw ever more into isolationism. Next North Korea announces that possesses nuclear weapons; a second Korean War follows closely followed by an attempted Chinese invasion of Taiwan which is easily stopped by American air power. In 2003 Russia has a military coup which (officially) restores the communists to power, closely followed by an invasion of the Baltic States resulting in a conventional war with NATO. Whilst the attention of the west is drawn here however Saudi Arabia also has a take over by Islamic fundamentalists. The Islamic Alliance is united behind a Saladin-like figure and forms an alliance of convenience with Russia launching its attack on the West, the principle acts of terrorism being a midget submarine attack on San Francisco harbour and an attack on RAF Brize Norton by home grown Brummie Islamic terrorists. At the end of the book much of the Middle East is in ruins, biological weapons launched by the Islamic Alliance against Israel having been met with an implementation of the Samson Option by the Israelis, with nuclear weapons launched at cities across the Islamic crescent by the dying Jewish state. In a desperate bid to prevent Israel from laying waste to much of the world in its death throes, the US President authorises a nuclear strike on Israel itself."
470759,Camp Concentration,Thomas M. Disch,1968,Science Fiction; Speculative fiction; Fiction; Dystopia," Poet, lapsed Catholic and conscientious objector Louis Sacchetti is sent to a secret military installation called Camp Archimedes, where military prisoners are injected with a form of syphilis intended to make them geniuses (hence the punning reference to ""concentration"" in the novel's title). By breaking down rigid categories in the mind (according to a definition of genius put forward by Arthur Koestler), the disease makes the thought process both faster and more flexible; it also causes physical breakdown and, within nine months, death. The book is told in the form of Sacchetti's diary, and includes literary references to the story of Faust (at one point the prisoners stage Christopher Marlowe's Doctor Faustus and Sacchetti's friendship with ringleader Mordecai Washington parallels Faust's with Mephistopheles). It only becomes clear that Sacchetti himself has syphilis as his diary entries refer to his increasingly poor health, and become progressively more florid, until almost descending into insanity. After a test run on the prisoners, a megalomaniac nuclear physicist has himself injected with the disease, joins Camp Archimedes with his team of student helpers, and sets about trying to end the human race. The prisoners in the book appear to be fascinated by alchemy, which they used as an elaborate cover for their escape plans. Sacchetti, who is obese, has a number of ironic visions involving other obese historical and intellectual figures, such as Thomas Aquinas. The novel's ending may owe something to the episode ""Do Not Forsake Me Oh My Darling"" from the television series The Prisoner, for which Disch wrote a spinoff novel."
7292230,Earthquake Terror,Peg Kehret,,Children's literature; Young adult literature; Fiction," The Palmer family are going on a trip to the Magpie Islands. During their trip, Mrs. Palmer breaks her ankle and has to leave with Mr. Palmer to go to the hospital in Beaverville, California. They make the decision to leave the kids by themselves. Jonathan and Abby are by themselves when Moose, their dog, starts barking frantically, trying to get Jonathan and Abbys' attention. The ground starts rumbling and shaking. It then starts to pour down rain on them. For Abby, the situation was difficult due to her accident when she was two years old, leaving her legs partially paralyzed. She uses her walker during the day, and she usually crawls at night. Jonathan and Abby are frightened, but Jonathan tells Abby to not worry and that everything is going to be all right. Abby is distressed, but she tries to calm herself by singing some songs that she knows. The earthquake stops, but the water is very high and there are trees down. The kids get on trees so they can stay afloat on the river. Jonathan and Abby then go down the river to see if they could get to shore."
24396567,Freddy and the Dragon,,,Comic novel; Children's literature," Back from a trip, Freddy is surprised that many in Centerboro want him arrested. Considerable property damage has been done by a gang including a pig looking like Freddy. Investigating, Freddy shows that damage done in one case could not have been done by him. He is still under suspicion, and is called for an unpleasant police questioning. He instructs the A.B.I. (Animal Bureau of Investigation) to search the countryside, and immediately discovers a bull who has been damaging farms and crops. Freddy’s perfume-filled water pistols turn the bull Percy into a smelly laughing stock. He is subdued and they capture him. The search for the gang continues. Most of Centerboro thinks Freddy is responsible for the crimes, but not the “solid” citizens. Since Freddy is the president of his animal bank, the town’s human banker vouches for him: :""'You think that because he is a banker, he is incapable of committing a crime?'... :'Sir,' said Mr. Weezer, 'when a banker commits a crime, it is a big crime, a first-class crime, a crime on a scale with his standing in the community.'"" (p. 62) The Bean cow sisters discover that Percy is the father who abandoned them as calves; the bull is unmoved. He refuses to discuss his gang. Freddy had been asked for a suggestion to help a circus. Now Uncle Ben the inventor suggests creating a fire-breathing dragon. The gang begins demands for money. Freddy and Jinx the cat lie in ambush at the money drop site, but are terrified by the appearance along a dark road of a headless horseman. Once they have recovered, Freddy learns from the A.B.I. that many of the gang were seen in that area, including a scruffy pig. Freddy has Samuel Jackson the mole burrow under Percy, to pretend to be his conscience. The mole convinces Percy to behave well, and to reveal the gang’s hideout. Percy reforms his manners so successfully that he becomes popular. Freddy avoids arrest on a technicality. The spiders Mr. and Mrs. Webb are sent to explore the gang’s hideout. They discover a huge, complicated cave system, with many animals and people. Once Uncle Ben’s dragon is ready the animals stake out the cave. The dragon upsets the headless horseman’s activities, but the police are not convinced by the evidence. Scorning the cave map created by the spiders, they send in their own troops. Although Freddy is in disguise to avoid arrest, he and Jinx intercept a new member coming to join the gang. Breaking into his hotel room, they steal the snake doing robberies. The snake is released far away, and the discouraged owner leaves town. Some police troopers exploring the cave are missing. The police decide to use the spider’s map and the animal’s help. The gang is partly captured. The circus is held, and Samuel Jackson’s fake medium makes the animal’s enemy Mrs. Underdunk look foolish. The animals storm the cave, and with the help of Uncle Ben’s atomic station wagon, also trap the headless horseman. The extortion money proves to be in the house of Mr. Anderson — another longstanding enemy. As the series closes, he is finally sent to the penitentiary."
25170748,One Day,David Nicholls,2009-06-11,," Dexter and Emma spend the night together following their graduation from Edinburgh University in 1988. They talk about how they will be once they are 40. While they do not become romantically involved completely, this is the beginning of their friendship. The novel visits their lives and their relationship on July 15 in successive years in each chapter for 20 years. Emma wants to improve the world and begins writing and performing plays, which remain unsuccessful, while Dexter travels through the world, drinking and hooking up with women. Eventually both move to London where Emma becomes a waitress in Kentish Town at a Tex-Mex restaurant, while Dexter becomes a successful television presenter. While there are various attempts from both sides to start a relationship, coincidences stop Emma and Dexter from getting together and while they have relationships with other people, they stay best friends, both secretly longing for the other. They are drawn together closer through a holiday together and the death of Dexter's mother. Emma breaks up with her boyfriend, Ian, after realising she is creating a life with someone she doesn't love. During this time Emma is able to find a job as a teacher, after various years of struggle, despite a ""double-first degree"". Dexter meanwhile develops a drinking and drug problem and watches his career collapse. The friendship between Emma and Dexter grows more and more difficult, after Emma is constantly hurt by Dexter who attempts to hide his feelings for her from both her and himself. After being treated rudely by Dexter at a restaurant, Emma breaks up the friendship. At the wedding of Emma's former roommate, Emma and Dexter meet again. Emma admits that she wants Dexter back. At this point of time she has just ended an affair with her headmaster, Dexter has fallen in love with another woman, Sylvie, who is pregnant. At this reunion, Dexter invites Emma, who is disappointed by the situation, to his wedding. Emma tries to overcome her problems and begins to write, while Dexter is unemployed and overwhelmed by his role as a father. After realizing this, he and Emma for the first time have sex. They do not get together and Emma leaves to go to Paris in the hope of writing a successful novel. When Dexter visits her in Paris, he learns that she met someone and likes him and for the first time admits his feelings to her. After talking about their relationship, Emma chooses Dexter. Emma and Dexter get married and are happy together, however Emma wants a child. The couple finds themselves frustrated by the failing attempts to have a child. Dexter however is able to open a deli-cafe and finds himself suddenly successful again. Emma gets her book published and becomes a successful children's author. On the anniversary of the day they met after graduation and the day they got together, Emma and Dexter have an appointment to see a house. While travelling there, Emma has a bike accident and dies. After her death, Dexter finds himself in despair. He starts to drink again and provokes people in bars in order to get beaten. He is comforted through his ex-wife Sylvie, his father and his daughter. The upcoming year he travels together with his daughter to Edinburgh where he and Emma met and they climb the same mountain together that Emma and Dexter climbed 19 years ago. The book ends with a memory of what happened after that first night together in 1988 and Emma's and Dexter's first kiss and promise to stay in touch and their goodbye."
2103722,Empire,Antonio Negri,2000,," In general, the book theorizes an ongoing transition from a ""modern"" phenomenon of imperialism, centered around individual nation-states, to an emergent postmodern construct created among ruling powers which the authors call Empire (the capital letter is distinguishing), with different forms of warfare: ...according to Hardt and Negri's Empire, the rise of Empire is the end of national conflict, the ""enemy"" now, whoever he is, can no longer be ideological or national. The enemy now must be understood as a kind of criminal, as someone who represents a threat not to a political system or a nation but to the law. This is the enemy as a terrorist....In the ""new order that envelops the entire space of... civilization"", where conflict between nations has been made irrelevant, the ""enemy"" is simultaneously ""banalized"" (reduced to an object of routine police repression) and absolutized (as the Enemy, an absolute threat to the ethical order""). Empire elaborates a variety of ideas surrounding constitutions, global war, and class. Hence, the Empire is constituted by a monarchy (the United States and the G8, and international organizations such as NATO, the International Monetary Fund or the World Trade Organization), an oligarchy (the multinational corporations and other nation-states) and a democracy (the various non-government organizations and the United Nations). Part of the book&#39;s analysis deals with &#34;imagin[ing] resistance&#34;, but &#34;the point of Empire is that it, too, is &#34;total&#34; and that resistance to it can only take the form of negation - &#34;the will to be against&#34;. The Empire is total, but economic inequality persists, and as all identities are wiped out and replaced with a universal one, the identity of the poor persists."
1616728,Kendermore,Mary Kirchoff,1989-11-30,Speculative fiction; Fantasy," The novel begins with the character of Tasslehoff Burrfoot at the Inn of the Last Home with his friends. However, soon a bounty hunter arrives and charges him for desertion for violating the laws of prearranged marriage. A journey east turns into a voyage with gully dwarves. Meanwhile in Kendermore, Tas's Uncle Trapspringer and a human ""doctor"" have found a map leading to a treasure. Tas is having his own adventures after a shipwreck strands him, Gisella (the bounty hunter), and Woodrow (Gisella's assistant) near a dwarven settlement. Tas is captured by gnomes, who seek to turn him into an exhibit. Woodrow saves him with help from Winnie, a wooly mammoth. Gisella is killed by Denzil, an assassin. Tas and Woodrow arrive in Kendermore. In the ruins east of the city, ""Dr."" Phineas Curick, Uncle Trapspringer, and Damaris (the one intended to marry Tasslehoff) find themselves being entertained by Vincent, a rare ogre who is good! The kender and human wander into a magical portal which takes them to Gelfigburg, a Candyland like place. They also discover that the treasure (a magical amulet) has been used up. Denzil, not knowing this, forces Tas to take him to the ruins. Tas tries to go into the portal, but Denzil pulls him out before he is all the way through, leaving Tas stuck in the portal. The kender in Gelfigburg attempt to pull Tas through, leading to a tug of war. Vincent pulls Tas, Damaris, Trapspringer, Phineas, and all the Kender out of Gelfigburg. Denzil is trapped inside. The Dark Queen attempts to enter, but Damaris closes the portal. The kender return to Kendermore, saving the city from a storm. Tas is reunified with Woodrow, and Damaris marries Trapspringer."
2422042,Manifold: Time,Stephen Baxter,1999,Science Fiction; Speculative fiction," Time is set on Earth, the inner part of the Solar System and various other universes onwards from the 21st century. The novel covers a wide range of topics, including the Doomsday argument, Fermi paradox, genetic engineering, and humanity's extinction. The book begins at the end of space and time, when the last descendants of humanity face an infinite but pointless existence. Due to proton decay the physical universe has collapsed, but some form of intelligence has survived by embedding itself into a lossless computing substrate where it can theoretically survive indefinitely. However, since there will never be new input, eventually all possible thoughts will be exhausted. Some portion of this intelligence decides that this should not have been the ultimate fate of the universe, and takes action to change the past, centering around the early 21st century. The changes come in several forms, including a message to Reid Malenfant, the appearance of super-intelligent children around the world, and the discovery of a mysterious gateway on asteroid 3753 Cruithne."
24172983,Untouchable,Mulk Raj Anand,1935,Novel," Untouchable’ is the story of a single day in the life of 18 year old untouchable boy named Bakha, who lives in pre-independence India. Bakha is described as `strong and able-bodied`, full of enthusiasm and dreams varying from to dressing like a ‘Tommie’ (Englishmen) in ‘fashun’ to playing hockey. However, his limited means and the fact that he belongs to the lowest caste even amongst untouchables, forces him to beg for food, to often face humiliation, and to be at the mercy of the whims of other, higher caste, Hindus. The day described in the story is a difficult one for Bakha. Over the course of the day, he is slapped in public for 'polluting' an upper caste Hindu through an accidental touch and has food thrown at him by another person after he cleans her gutters. His sister is molested by a priest, he is blamed for an injury received by a young boy following a melee after a hockey match, and he is thrown out of his house by his father. In the story, Mulk Raj Anand presents two choices, or ways in which Bakha in particular and untouchables in general can be liberated from the life they are born into. The first choice is that of Christianity, a religion that does not recognize the caste system. The second comes from the teachings of Gandhi who calls for the freeing of Harijans."
3609337,The Witching Hour,Anne Rice,1990-10-19,Science Fiction; Horror; Speculative fiction; Mystery; Fantasy; Fiction; Gothic fiction," In this book we meet some of the trilogy's leading characters: Dr. Rowan Mayfair, a brilliant neurosurgeon who is ignorant of her family history; Michael Curry, a contractor who specializes in the restoration of old homes while dreaming of his childhood in New Orleans and yearning to return there; Aaron Lightner, a psychic scholar and member of the Talamasca; Lasher, a spirit with wicked motives; and the Mayfair Witches, an old Southern family with a taste for poetry and incest. They have a talent for secretiveness and successful business ventures. The majority of the Mayfair Witches are female (with the exception of Julien), and the family line matriarchal in lineage; i.e. families pass down the maiden name ""Mayfair"" instead of adopting the respective husband's last name. Rowan and Michael fall in love after she saves him from drowning, and when he decides to return to New Orleans, she follows him to learn the secrets of her past against the wishes of her adoptive mother. Aaron has studied the Mayfairs and Lasher from afar for years. He tracks down Michael to share with him the history of the family and the spirit, whom Michael has seen since he was a boy. (He was also interested in Michael because of the psychometric power he purportedly developed since waking from a near drowning experience.) What follows is a gruesome story filled with murder, incest, and betrayal. There are, however, many gaps which can only be filled in by Lasher himself. Rowan and Michael marry despite all this, and Rowan takes on the responsibilities of the Designee of the Mayfair Legacy. She dreams of a medical center where anyone, regardless of age, race, or financial status, can be treated and healed. She conceives, and it seems as if she and Michael may escape the curse of the Legacy. This is not to be, however, as Lasher finally reveals himself to Rowan, and explains his wish: to be made flesh so that he may walk the earth again and sets about slowly seducing Rowan through many intense intimate encounters. Secretly thinking that she can outwit this spirit, she agrees to send Michael away from the house on Christmas Day so that Lasher can fulfil his centuries-old ambition. Her plan (to bind Lasher to 'weak matter' which can be destroyed by her mental killing abilities) backfires as Lasher enters her womb, and makes himself at home in the fetus. Rowan immediately goes into labor, which is violent and bloody, and Lasher is born. Michael returns to the house then, and seeing what has become of the child that he had desperately wished for, he throws himself at the creature, thinking to kill him. Lasher is much too strong, though, and attempts to drown Michael in the pool. Upon this second near death experience Michael loses the power in his hands. Terrified for Michael's life, Rowan drags the creature away, and they run off together. Throughout the novel there are mentions of the ""Thirteen Witches"" and the Thirteenth being the ""Doorway"". This is in reference to Lasher selectively manipulating the Mayfair bloodline so that the thirteenth witch, Rowan, would be more powerful than all the others. Lasher required a witch as powerful as Rowan because she possessed the ability to make him live again. Lasher had possessed dead bodies with the help of Mary Beth and Julien Mayfair (two of the most powerful witches in the family), but due to limits in medical knowledge at the time, he could not reanimate the corpse and was unable to transform the bodies into Taltos form. When Lasher possesses Rowan's baby, the child effectively dies and as Lasher exchanges the cells, Rowan's diagnostic/healing abilities, along with her medical knowledge, are required to keep Lasher from dying. es:La hora de las brujas fr:Le Lien maléfique it:L'ora delle streghe ru:Час ведьмовства"
790417,Flatterland,Ian Stewart,2001,Popular science; Science Fiction," Almost 100 years after A. (which we find out stands for Albert) Square's adventures that were related in Flatland, his great-great-granddaughter, Victoria Line (Vikki), finds a copy of his book in her basement. This prompts her to invite a sphere from Spaceland to visit her, but instead she is visited by the ""Space Hopper"" (a character looking somewhat like the ""Space Hopper"" children's toy with a gigantic grin, horns and a spherical body). The Space Hopper, more than being able to move between Flatland and Spaceland, can travel to any space in the Mathiverse, a set of all imaginable worlds. After showing Vikki higher dimensions, he begins showing her more modern theories, such as fractional dimensions and dimensions with isolated points. Topology and hyperbolic geometry are also discussed, as well as the Projective ""Plain"" (complete with intersecting ""lions"") and the quantum level. Hopper and Victoria also visit the Domain of the Hawk King to discuss time travel and the Theory of Relativity."
21567795,The Prophet Murders,Mehmet Murat Somer,,Crime Fiction," The narrator sets out to investigate the mysterious death of two of the employees at the transvestite nightclub she runs, only two discover that they are part of a larger sequence of murders of transvestites named after the prophets."
838706,The King of Torts,John Grisham,2003,Mystery; Novel; Fiction; Suspense," Clay Carter is a poorly-paid lawyer at the Office of the Public Defender. He dreams of one day joining a big law firm. Reluctantly, he takes on the case of Tequila Watson, a man accused of a random street killing. Clay assumes that it is just another D.C. murder. But Clay soon learns of a pharmaceutical conspiracy, with the help of the mysterious Max Pace. The pharmaceutical company was illegally using recovering drug addicts for medical trials without their consent. The drug, 'Tarvan', works for 90% of their patients, but in some cases (including Tequila Watson), it leads to random violent killings. The drug company employs Pace and his shadowy associates to solicit Clay's help in paying off the victims with large settlements. Clay has reservations, but soon profits from the legal retainer offered by Pace. He leaves the OPD and raids some of their staff to establish his own law firm. Pace offers Clay insider information on the dangers of another drug (Dyloft and Maxatil). Clay uses this information to launch a new career in Tort Law. Soon he finds himself being one of the legal profession's biggest tort lawyers and conniving with other high-powered tort lawyers. But this sudden fame isn't without a price and soon he's under investigation for various misdemeanors, including insider trading. In the end, Clay is beaten up by some men from Reedsburgh, sending him to the hospital. Then he loses a huge case against Goffman and slides downhill as previous, disgruntled clients sue him. In the end he runs away with Rebecca to London."
2300924,Exultant,Stephen Baxter,,Science Fiction; Speculative fiction; Fiction," Exultant is set in Baxter's ""Xeelee Sequence"" twenty thousand years into the Third Expansion of Mankind, ""a titanic project undertaken by a mankind united by the Doctrines forged by Hama Druz after mankind's near extinction."" The human-supremacist Interim Coalition of Governance has conquered almost the whole Milky Way &mdash; all but the alien Xeelee concentrated at the galactic core around a supermassive black hole called Chandra. The mysterious Xeelee are far more advanced but less numerous than the humans, and the war has been at a stalemate for three millennia even though the entire Coalition has been directed toward the war effort and ten billion humans die at the front every year. In a war fought with faster-than-light technology (equivalent to time travel), each side has foreknowledge of the other's actions and can develop counter-measures to plans before they are made. Pirius is a fighter pilot stationed at the front. When a battle turns to disaster for the Coalition forces, he disobeys suicide orders to stand and fight, choosing instead to risk survival. In a desperate gamble to outrun a pursuing Xeelee, Pirius captures a Xeelee fighter for the first time in history. Returning to base via FTL travel, he arrives two years previous to the battle, when his younger self is still a cadet. Rather than being lauded as a hero, both instances of Pirius are court-martialed for disobeying orders. Commissary Nilis of the Office of Technological Archival and Control, part of the Commission for Historical Truth, defends both the older Pirius (whom he calls ""Pirius Blue"") and the younger one (""Pirius Red"") but loses the trial. Pirius Blue is sent to a penal unit at the front as a foot soldier, and Pirius Red is remanded to the custody of Commissary Nilis, who has plans for the fruits of Pirius Blue's battlefield victory. Using the Xeelee fighter and the innovative tactics that saved Pirius Blue, he starts to plan an unheard of assault on the Xeelee's primary stronghold at Chandra itself. While Nilis and his new team struggle to confront ossified government and military institutions, they try to understand and to develop new and sometimes alien technologies: FTL computers, a gravastar shield to protect them from FTL foreknowledge, and a black hole gun, capable of disrupting a supermassive black hole's event horizon. Meanwhile, in the course of his new duties to Commissary Nilis, Pirius Red is practically taken on a tour of the Solar system and some of the Coalition's most scandalous secrets, rife with references to events from previous books in the Xeelee sequence. As Nilis's project nears completion, it transpires that the Chandra black hole is home to not only the Xeelee, but a host of other organisms, many of which are based on exotic physics and non-baryonic matter. Regardless, the assault on the black hole continues despite protestations from Nilis. After a brutal fight to reach the surface of the black hole, the team commence their assault, causing the Xeelee to abandon it (and the rest of the Milky Way galaxy) to prevent humanity from harming the black hole's inhabitants. After the assault, the protagonists realise that the Coalition is unlikely to remain intact, now that the war with the Xeelee is no longer present to hold it together. Luru Parz, one of the team, realises that the Xeelee will eventually return, and returns to Earth to ready its defences for when the return happens."
30871397,The Dogs of Riga,Henning Mankell,,Crime Fiction; Mystery; Fiction; Suspense," When a life raft with two dead bodies washes up on the Swedish shore, detective Kurt Wallander is led on a wild goose chase that leads him to Latvia. Much of this book is a commentary on the unstable political climates of former Soviet republics in the early 1990s, before these countries faced the period of economic boom, stability and prosperity which started in the 2000s, and was interrupted to a degree again in 2008."
2719346,Once on a Time,,,," When the King of Barodia receives a pair of seven-league boots as a birthday present, his habit of flying over the King of Euralia's castle during breakfast provokes a series of incidents which escalate into war. While the King of Euralia is away, his daughter Hyacinth tries to rule in his stead and counter the machiavellian ambitions of the king's favourite, the Countess Belvane."
9725694,Midnight at the Well of Souls,Jack L. Chalker,1977,Science Fiction; Speculative fiction; Fiction," Elkinos Skander is an archaeologist stationed on the planet of Dalgonia. The planet was formerly occupied by the long-dead Markovian race, who are known only for the planet-sized computers they built into the crust of the planets they inhabited. A new team arrives to provide help just as Skander unlocks the mystery of the apparently dead computer. One of the new students, patterned (and named) after a brilliant mathematician named Varnett, sees Skander interacting with the computer and confronts him. The two conclude that the computer runs on a form of energy unknown to human physics, forming the basic unified field that governs the existence of the universe. The computer runs on, and controls, that energy. The rest of the new team discovers a surface anomaly near the north pole of the planet, where a hexagonal ""hole"" appears for a brief interval every day. Skander and Varnett both believe that they will be able to use this anomaly to access the planetary computer, and both set off to attempt to take control. Trying to protect the discovery, Skander stops at the team's camp and murders them. By the time he arrives at the anomaly, Varnett has already prepared for his arrival and the two struggle on the surface. They are swallowed up by the anomaly when it reopens. Meanwhile, the interstellar freighter Stehekin is transporting three passengers and grain intended for famine relief. The passengers are a businessman named Datham Hain, his ""niece"" Wu Julee, and a diplomatic courier identified as Vardia Diplo 1261. During the trip, the ship's captain, Nathan Brazil, discovers that Hain is a ""sponge merchant"", a trafficker in a drug that causes an incurable, degenerative brain disease. Using the threat of withholding the antidote, the drug can be used to gain power over those it infects. Hain keeps Wu Julee as an example of what happens in this case; she has regressed to a mental age of five and will eventually be turned into a vegetable and allowed to die. Brazil diverts the Stehekin from its course, in an attempt to reach the planet where the sponge sickness originated to obtain the antidote. Before they arrive, Brazil receives a distress call from Dalgonia and detours to investigate. There, they find the seven students murdered by Skander. Subsequently, the entire party travels to the polar gate, and while they are investigating there, the anomaly reopens and they are transported to the Well World. The Well World is a Markovian construct that exists outside our universe. Like Dalgonia, the planet consists largely of an enormous computer that can interact and control the forces of nature. The surface has been patterned into a series of hexagonal patches where Markovians were allowed to experiment in creating their own new forms of intelligent life, and if they were successful they would be sent off into the universe to evolve on their own. Another Markovian was then allowed to try their hand at species design in the now empty hex. The planet still contains many of the approximately 1,500 races that were still on the Well World when the Markovians disappeared. At the Well World, Brazil and his companions are charged with tracking down Skander and Varnett, as the inhabitants of the planet are concerned that either of them could gain access to the central computer there and do untold mischief to the universe. The complication is that travelling through the polar gate on Dalgonia has transformed all of the humans, with the exception of Nathan Brazil, into members of the various species which inhabit the planet. As the book continues, in the fashion of It's a Mad, Mad, Mad, Mad World, Nathan comes to realize that his existence is not as it appeared, and memories of his former time on the Well World start to surface."
280714,Live from Death Row,Mumia Abu-Jamal,,," Told as anecdotes, most of Live from Death Row details the prison system; in an additional end section titled ""Musings, memories, and prophecies"", Abu-Jamal discusses past events in his life and he remembers some prominent blacks in America. He delves into the purported purpose of prison, finding it hard to believe that ""corrections"" and deterrence are its true goals using the policy to block education of inmates and the psychological problems caused by isolation and non-contact visits as support for his argument of an ulterior motive, to ""erode one's humanity"". He describes the procedures of death row blocs where twenty-plus-hour solitary confinement is offset by a few hours of recreation and exercise ""outside"" on penned-in plots of land and minimal conversations with fellow inmates often regarding their attempts at appeal and their battles with the law. He details two suicides of fellow inmates, one by hanging and one death caused by self-inflicted burns, and the drugging of inmates to make them more sedate even at the expense of one epileptic's health. He reports the interactions between ""urban"" prisoners and ""rural"" guards in which prisoners are subject to brutal beatings, cavity searches, racial harassment, and human rights violations after insurgencies. In addition to prison conditions, he discusses social issues and their relevance to prison. He expresses dismay towards ""three strikes"" mandatory sentencing and politicians using ""tough on crime"" slogans as political gateways, offering the fact that the United States has the most incarcerated individuals in the world. He hints at racial discrimination, as proposed in the McCleskey v. Kemp case, by reciting statistics on America's death row population in comparison with America's population by race; the numbers are not proportional. He then looks at the elements of the judicial system, believing it is subject to racism; he mentions the choosing of ""peers"", often white jurors who are pro-death, as jury members and expert witnesses who suppress or distort evidence to suit the criminal justice system. He also explores the topic of uneven justice with examples of police officers being acquitted with compelling evidence against them and, more often than not, guards receiving minimal, if any, punishment for inappropriate actions against prisoners. * Political-rock band Rage Against the Machine is observed as a heavy supporter of Abu-Jamal. Singer Zack De La Rocha has spoken to Congress, condemning the U.S. government's treatment of him. Guitarist Tom Morello visited Abu-Jamal and has interviewed him. * Political hip hop artist Immortal Technique featured Abu-Jamal on his second album Revolutionary Vol. 2. * The punk band Anti-Flag has a speech from Mumia Abu Jamal in the intro to their song ""The Modern Rome Burning"" from their 2008 album The Bright Lights of America. The speech is actually on the end of their track ""Vices"", which precedes ""The Modern Rome Burning""."
14764340,Judas Country,Gavin Lyall,1975,Thriller," Roy Case, an ex-Royal Air Force military transport makes a threadbare living flying charter cargo flights around the Mediterranean in an old Beechcraft Queen Air. His dreams of having his own airplane and own charter company rapidly fading due to age and lack of money, but at least he is flying. However, conditions rapidly spiral out of control when he lands in Cyprus. Not only did his employers go bankrupt, leaving him stranded and without pay, but his plane is impounded, he is mugged by mysterious assailants on a dark back street, and is trailed by an Israeli Mossad agent. When he finds that the cases clearly marked “champagne” that he was supposed to be flying to Lebanon contain machine guns instead, he suspects that things are going to get a lot worse. When Case's friend Cavitt shows up, fresh from an Israeli prison, together with a mysterious Austrian archaeologist and his even more mysterious daughter, the plot thickens with hidden Crusader treasure, Lebanese gangsters, betrayal and murder."
15279338,The Sight,David Clement-Davies,2002-06-07,Speculative fiction," At the beginning of the novel, a Dragga (the term a wolf uses for the dominant male of a pack) named Huttser, and his mate, the Drappa (The term for dominant female), Palla, seek a cave in the side of a mountain in which Palla had grown up, and where she can nurse the pups that were growing in her womb. They are trying to find this cave in order to raise their cubs in secret from Morgra, Palla's evil half-sister. Many dark rumors have cropped up around Morgra, and some say that she is afflicted with a feared power known as the Sight. Morgra has dark intentions for the wolf pack, which revolve around a legend which brings the wolves together with their most feared enemy: Man. The family experiences trying times and survives through death, sorrow, and pain to stand against Morgra and her hatred. But is their love enough to survive through a prophecy that promises the enslavement of all earth's creatures? Does Morgra win or does the family pull through with their life saving quest to save the ways of the wolf win to have freedom from the sight?"
